time_stamp;AmbientConditions.AmbientHumidity.U.Actual;AmbientConditions.AmbientTemperature.U.Actual;Machine1.RawMaterial.Property1;Machine1.RawMaterial.Property2;Machine1.RawMaterial.Property3;Machine1.RawMaterial.Property4;Machine1.RawMaterialFeederParameter.U.Actual;Machine1.Zone1Temperature.C.Actual;Machine1.Zone2Temperature.C.Actual;Machine1.MotorAmperage.U.Actual;Machine1.MotorRPM.C.Actual;Machine1.MaterialPressure.U.Actual;Machine1.MaterialTemperature.U.Actual;Machine1.ExitZoneTemperature.C.Actual;Machine2.RawMaterial.Property1;Machine2.RawMaterial.Property2;Machine2.RawMaterial.Property3;Machine2.RawMaterial.Property4;Machine2.RawMaterialFeederParameter.U.Actual;Machine2.Zone1Temperature.C.Actual;Machine2.Zone2Temperature.C.Actual;Machine2.MotorAmperage.U.Actual;Machine2.MotorRPM.C.Actual;Machine2.MaterialPressure.U.Actual;Machine2.MaterialTemperature.U.Actual;Machine2.ExitZoneTemperature.C.Actual;Machine3.RawMaterial.Property1;Machine3.RawMaterial.Property2;Machine3.RawMaterial.Property3;Machine3.RawMaterial.Property4;Machine3.RawMaterialFeederParameter.U.Actual;Machine3.Zone1Temperature.C.Actual;Machine3.Zone2Temperature.C.Actual;Machine3.MotorAmperage.U.Actual;Machine3.MotorRPM.C.Actual;Machine3.MaterialPressure.U.Actual;Machine3.MaterialTemperature.U.Actual;Machine3.ExitZoneTemperature.C.Actual;FirstStage.CombinerOperation.Temperature1.U.Actual;FirstStage.CombinerOperation.Temperature2.U.Actual;FirstStage.CombinerOperation.Temperature3.C.Actual;Stage1.Output.Measurement0.U.Actual
06/03/2019 10:52;1724;2353;1154;200;963;247;11797;721;725;4964;1052;43364;767;751;1259;236;60111;257;21382;6907;6941;7294;1391;24728;693;601;902;186;42116;200;20989;777;786;34578;1368;2588;655;65;1003;1105;80;1255
06/03/2019 10:52;1724;2353;1154;200;963;247;122209;721;725;4924;1052;43602;767;751;1259;236;60111;257;2035;6909;6943;7288;1389;24645;695;602;902;186;42116;200;18903;777;786;34248;1373;25825;655;65;1027;1103;80;1255
06/03/2019 10:52;1724;2353;1154;200;963;247;124196;721;725;4897;1048;43575;767;751;1259;236;60111;257;22019;6909;6959;7319;1391;24515;694;602;902;186;42116;200;22436;776;786;35521;1372;25828;655;65;1027;1099;80;1263
06/03/2019 10:52;1724;2353;1154;200;963;247;124283;721;725;4924;1048;4227;767;751;1259;236;60111;257;22045;6909;6962;7288;1392;24352;696;602;902;186;42116;200;22491;776;786;33628;1386;25826;655;65;1027;1101;80;1263
06/03/2019 10:52;1724;2353;1154;200;963;247;1241780852;7210010929;7255000002;4968437937;1048154657;4290676944;7674999989;7502464788;1259;236;60111;257;2189692398;6902700204;6965614701;7294009608;1392443952;2444730393;6967910139;6020065254;902;186;42116;200;215617445;7760382202;7859990937;3284383374;1371146157;2578556073;6550010607;65;1021225941;1101962303;80;1269266509
06/03/2019 10:52;1724;2353;1154;200;963;247;124429;721;726;4991;1048;43611;768;75;1259;236;60111;257;21589;6898;697;73;1391;24658;696;602;902;186;42116;200;20136;776;786;3349;136;25748;655;65;1015;1103;80;1263
06/03/2019 10:52;1724;2353;1154;200;963;247;12493;721;726;4964;1048;42624;768;751;1259;236;60111;257;21081;6901;6972;7269;1387;24728;695;602;902;186;42116;200;18847;776;786;34703;1382;25752;655;65;1015;1107;80;127
06/03/2019 10:52;1724;2353;1154;200;963;247;124121;721;726;4924;1048;4352;768;75;1259;236;60111;257;21886;6897;6972;73;1386;24372;697;602;902;186;42116;200;21708;776;786;34827;1373;25748;655;65;1017;1112;80;127
06/03/2019 10:52;1724;2353;1154;200;963;247;12462;721;726;4951;1048;43576;768;75;1259;236;60111;257;21515;6899;6972;7294;1389;2415;695;602;902;186;42116;200;2253;776;786;34583;1356;25676;655;65;1017;1106;80;0
06/03/2019 10:52;1724;2353;1154;200;963;247;124559;722;726;5032;1052;4406;769;75;1259;236;60111;257;21427;6897;6969;7281;1393;24517;697;602;902;186;42116;200;2214;777;785;35124;1366;25676;656;65;1017;1102;80;0
06/03/2019 10:52;1724;2353;1154;200;963;247;124752;722;726;5018;1048;42461;769;75;1259;236;60111;257;20022;6901;6971;7269;1393;24668;697;601;902;186;42116;200;20894;777;785;34259;138;25673;656;65;1023;1097;80;0
06/03/2019 10:52;1724;2353;1154;200;963;247;124281;722;726;5032;1052;43141;769;75;1259;236;60111;257;21922;6899;6979;7281;1391;24033;697;601;902;186;42116;200;20895;777;785;33737;139;25624;656;65;1023;1103;80;0
06/03/2019 10:53;1724;2353;1154;200;963;247;12317;722;726;4924;1052;4314;769;751;1259;236;60111;257;20642;6898;6981;7306;1392;23892;698;601;902;186;42116;200;21502;777;785;34983;1371;25599;656;65;1023;1101;80;0
06/03/2019 10:53;1724;2353;1154;200;963;247;124727;722;726;4884;1052;43616;769;75;1259;236;60111;257;21014;6894;698;7294;1387;24425;697;601;902;186;42116;200;20203;777;784;34401;1353;25562;656;65;1022;1103;80;0
06/03/2019 10:53;1724;2353;1154;200;963;247;124647;722;726;491;1052;43298;77;75;1259;236;60111;257;20009;6896;698;7238;1394;24538;698;601;902;186;42116;200;214;777;784;35779;1353;25597;656;65;1022;1108;80;1248
06/03/2019 10:53;1724;2353;1154;200;963;247;124492;722;726;4937;1045;43868;77;75;1259;236;60111;257;23701;6898;6992;7275;139;24125;698;60;902;186;42116;200;20543;777;784;33332;136;25537;656;65;1022;1106;80;1248
06/03/2019 10:53;1724;2353;1154;200;963;247;124663;722;726;4978;1048;43292;77;75;1259;236;60111;257;21584;69;6992;73;1391;24042;698;60;902;186;42116;200;22819;777;784;3483;1373;2555;656;65;1022;1108;80;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;124738;722;726;4964;1052;42369;77;75;1259;236;60111;257;21536;6901;6992;7325;1394;24198;699;60;902;186;42116;200;2226;778;783;3379;138;25518;656;65;1022;1104;80;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;1245381787;7220000011;7262578197;4938303911;1054208627;4220340796;7702564794;750225937;1259;236;60111;257;2110675469;690116604;6992985171;7326662272;1392298979;2429929977;6994404313;6001701219;902;186;42116;200;2129069631;7784496605;7825508719;3332381973;1382717992;2549295489;6558166706;6500000273;1022003303;1100553303;80;1261110326
06/03/2019 10:53;1724;2353;1154;200;963;247;1241587658;7220000021;7267421803;4910871583;1054405308;4280561887;7707435206;7506650695;1259;236;60111;257;1988938312;6900541608;6994089066;7304763369;1386614683;243293939;6991685441;6004433426;902;186;42116;200;2054710134;7781855848;7828165113;3397890928;1381555856;2548415781;6555512612;6500000667;1022008902;1099612652;80;1264026894
06/03/2019 10:53;1724;2353;1154;200;963;247;124281;722;727;4884;1052;43314;771;751;1259;236;60111;257;1971;6899;6992;7288;1387;2445;699;60;902;186;42116;200;2011;778;783;34422;1375;25467;656;65;1022;1104;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;124791;722;727;487;1048;43609;771;751;1259;236;60111;257;20785;6897;6988;7281;1393;24588;699;599;902;186;42116;200;20258;778;783;34407;1366;25445;657;65;1022;1111;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;124476;722;727;4924;1048;43527;771;75;1259;236;60111;257;22253;6897;6991;7281;1392;2425;699;599;902;186;42116;200;22008;778;783;3411;1372;25446;657;65;1022;1106;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;124145;722;727;4964;1048;42173;771;75;1259;236;60111;257;22202;6897;6991;7281;1386;24052;70;599;902;186;42116;200;22284;778;783;34792;1379;25391;657;65;1022;111;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;124512;722;727;4991;1052;43607;772;75;1259;236;60111;257;21456;6897;6989;7294;1391;24402;70;599;902;186;42116;200;21366;779;783;33716;1362;25374;657;65;1026;1111;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;124678;722;727;4951;1052;42597;772;75;1259;236;60111;257;21059;6898;6981;7275;1393;24468;701;599;902;186;42116;200;20975;779;783;34071;1389;25365;657;65;1026;111;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;125228;722;727;4884;1052;43519;772;751;1259;236;60111;257;22484;69;6981;7281;1391;23948;70;599;902;186;42116;200;22037;779;783;33653;136;25435;657;651;1026;1113;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;125736;722;727;4884;1045;43299;772;751;1259;236;60111;257;22685;6899;6983;73;1386;23762;701;599;902;186;42116;200;22128;78;783;34543;1384;25363;657;651;1026;1113;80;0
06/03/2019 10:53;1724;2353;1154;200;963;247;124374;723;727;4964;1048;4393;772;751;1259;236;60111;257;21285;6896;6981;7269;1386;24238;702;599;902;186;42116;200;21499;78;783;3534;1379;25301;657;651;1026;1118;80;0
06/03/2019 10:53;1724;2353;1154;200;963;247;12494;723;727;4937;1048;42163;773;751;1259;236;60111;257;22565;6898;6977;7256;1392;24402;70;60;902;186;42116;200;21259;78;783;3465;1378;25364;657;651;1026;1113;80;0
06/03/2019 10:53;1724;2353;1154;200;963;247;120777;723;727;4937;1052;43112;773;751;1259;236;60111;257;21681;6901;6983;7269;1389;23857;702;60;902;186;42116;200;20306;78;783;35062;1378;25289;657;651;1031;1116;80;127
06/03/2019 10:53;1724;2353;1154;200;963;247;113489;723;727;4884;1052;42793;773;751;1259;236;60111;257;21904;6898;6969;7313;1389;23743;701;601;902;186;42116;200;2343;781;783;3426;1355;25352;658;651;1031;1111;80;127
06/03/2019 10:53;1724;2353;1154;200;963;247;124627;723;727;4897;1048;43371;773;751;1259;236;60111;257;19911;6898;6972;7275;1394;24087;703;601;902;186;42116;200;21471;781;783;33436;1353;25285;658;651;1031;1115;80;127
06/03/2019 10:53;1724;2353;1154;200;963;247;124637;723;727;487;1045;43082;774;751;1259;236;60111;257;19429;6897;6972;7238;1393;24337;704;601;902;186;42116;200;1942;781;783;34507;1362;2524;658;651;1034;1118;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;124726;723;727;491;1052;43928;774;751;1259;236;60111;257;23032;6897;6971;7263;139;24282;701;602;902;186;42116;200;19654;781;783;34141;1347;25213;658;651;1034;1116;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;12176;723;727;491;1052;42876;774;751;1259;236;60111;257;21753;6898;697;7294;1385;24057;704;602;902;186;42116;200;21395;782;783;33963;1362;25153;658;651;1034;1119;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;122242;723;727;491;1052;42137;774;751;1259;236;60111;257;21458;6899;6971;73;1394;23887;702;602;902;186;42116;200;22733;782;783;34345;137;2521;658;651;1029;1113;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;103448;723;727;487;1048;43059;774;751;1259;236;60111;257;19546;6897;6962;7275;1392;24242;704;602;902;186;42116;200;20564;782;783;34346;137;25136;658;651;1029;1116;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;121323;723;727;4843;1048;43432;775;751;1259;236;60111;257;2196;6897;6962;7231;1387;24315;702;603;902;186;42116;200;20979;783;783;33756;1366;25155;658;651;1029;112;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;122442;723;726;483;1048;43369;775;751;1259;236;60111;257;21454;6897;6954;7281;1385;23898;703;603;902;186;42116;200;19423;783;783;34452;1366;25134;658;651;1033;1118;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;124669;723;726;4857;1052;42096;775;751;1259;236;60111;257;22074;6897;6947;7269;1386;23752;705;603;902;186;42116;200;21396;783;783;3417;1369;25092;658;651;1033;1118;801;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;123619;723;726;487;1052;4347;775;751;1259;236;60111;257;21565;6898;6953;7294;1391;2415;704;603;902;186;42116;200;22364;783;783;34132;1366;25134;659;651;1033;1116;80;1269
06/03/2019 10:53;1724;2353;1154;200;963;247;124122;724;726;4762;1052;42368;775;751;1259;236;60111;257;2046;6894;6947;725;1389;24277;705;603;902;186;42116;200;20995;783;783;34492;1362;2508;659;651;1033;1117;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;123175;724;726;4776;1048;43214;776;751;1259;236;60111;257;21834;6901;6944;7275;1392;2364;704;603;902;186;42116;200;21246;784;783;33763;1375;25085;659;651;1033;1114;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;124261;724;726;4789;1048;43137;776;751;1259;236;60111;257;21313;6898;6942;7294;1387;23562;705;603;902;186;42116;200;20663;784;783;33467;1367;25133;659;651;1033;1116;80;1266
06/03/2019 10:53;1724;2353;1154;200;963;247;124713;724;726;4816;1048;43675;776;751;1259;236;60111;257;18882;69;6943;7275;1392;24017;706;602;902;186;42116;200;21878;784;783;34575;1375;25055;659;651;1035;1114;80;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;124294;724;726;487;1048;42054;776;751;1259;236;60111;257;18202;6897;6943;7263;1393;24178;705;602;902;186;42116;200;17945;784;783;35067;1363;25125;659;651;1035;1119;80;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;123427;724;726;4776;1048;42571;776;751;1259;236;60111;257;21002;69;6932;7281;1391;2389;706;602;902;186;42116;200;21928;785;783;34448;1376;25056;659;651;1035;1124;801;1267
06/03/2019 10:53;1724;2353;1154;200;963;247;114022;724;726;4736;1052;42594;777;751;1259;236;60111;257;22528;6897;693;7306;1391;23778;706;601;902;186;42116;200;20521;785;783;34655;1373;25054;659;651;1036;1113;801;1267
06/03/2019 10:53;1724;2353;1154;200;963;247;124496;724;726;4722;1052;43137;777;751;1259;236;60111;257;22066;6895;6933;73;1391;23843;706;601;902;186;42116;200;21567;785;783;33942;1363;25056;659;651;1036;1119;801;1264
06/03/2019 10:53;1724;2353;1154;200;963;247;124584;724;725;4803;1052;42787;777;751;1259;236;60111;257;2021;69;693;7244;1385;24147;706;60;902;186;42116;200;2088;785;783;33587;1366;25035;659;651;1036;1115;801;1264
06/03/2019 10:53;1724;2353;1154;200;963;247;124738;724;725;4816;1048;43519;777;751;1259;236;60111;257;21061;6895;6922;7263;1392;2423;707;60;902;186;42116;200;21048;785;783;34244;1378;2506;66;651;1036;1121;801;1264
06/03/2019 10:53;1724;2353;1154;200;963;247;124774;724;725;4843;1048;42719;777;751;1259;236;60111;257;22001;6897;692;7263;1387;23938;706;599;902;186;42116;200;22019;786;783;34375;1356;25056;66;651;1036;1117;801;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;124636;724;725;4722;1052;41746;778;751;1259;236;60111;257;21532;6897;6909;7275;1387;23738;708;599;902;186;42116;200;2242;786;783;33753;1363;25015;66;651;1036;1118;801;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;11711;724;725;4695;1052;42826;778;751;1259;236;60111;257;21248;6897;6906;7269;1389;24073;706;599;902;186;42116;200;21258;786;783;34391;1382;25054;66;651;1037;1123;801;1265
06/03/2019 10:53;1724;2353;1154;200;963;247;124977;724;725;4749;1052;43057;778;751;1259;236;60111;257;21381;6897;6906;7225;1391;24178;707;598;902;186;42116;200;20454;786;783;34361;1367;24977;66;651;1037;1114;801;127
06/03/2019 10:53;1724;2353;1154;200;963;247;124559;724;725;4776;1052;41746;778;751;1259;236;60111;257;21009;6901;6907;7256;1385;23592;709;598;902;186;42116;200;2241;786;783;34548;1364;25031;66;651;1037;112;801;127
06/03/2019 10:53;1724;2353;1154;200;963;247;124246;724;725;4803;1048;43173;778;751;1259;236;60111;257;21983;6896;6906;7281;1385;23478;707;598;902;186;42116;200;22442;787;783;34391;1365;24979;66;651;1038;1118;801;1272
06/03/2019 10:53;1724;2353;1154;200;963;247;12375;724;725;4736;1052;42198;778;751;1259;236;60111;257;22479;6898;6907;7275;139;23987;709;598;902;186;42116;200;22485;787;783;33772;1368;24983;66;651;1038;1116;801;1272
06/03/2019 10:53;1724;2353;1154;200;963;247;123731;724;724;4722;1055;42903;779;751;1259;236;60111;257;21108;6899;6908;725;1392;24095;707;599;902;186;42116;200;21046;787;783;34389;136;24979;66;651;1038;112;801;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;123776;724;724;4736;1052;42839;779;751;1259;236;60111;257;21111;6899;6906;7244;1386;236;71;599;902;186;42116;200;21962;787;783;34135;1381;24979;66;651;1039;1116;801;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;124749;724;724;4762;1048;43466;779;751;1259;236;60111;257;21686;6901;6911;73;1386;23487;71;599;902;186;42116;200;21131;787;783;33202;1373;24981;66;651;1039;112;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;124172;724;724;4803;1048;41896;779;751;1259;236;60111;257;21094;6898;6907;7281;1389;2383;708;60;902;186;42116;200;2175;787;784;34394;1356;24976;661;651;1039;1115;80;1274
06/03/2019 10:53;1724;2353;1154;200;963;247;124443;724;724;483;1045;42214;779;751;1259;236;60111;257;21572;6896;6906;7269;1393;24043;71;60;902;186;42116;200;19683;787;784;34316;1367;24925;661;651;104;1115;80;1274
06/03/2019 10:53;1724;2353;1154;200;963;247;125127;724;724;4749;1052;42521;779;751;1259;236;60111;257;21628;6897;6907;7269;1392;2412;708;601;902;186;42116;200;21628;787;784;34134;1376;24977;661;651;104;1124;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;123606;724;724;4749;1052;42981;78;751;1259;236;60111;257;20787;6899;6906;7275;139;23868;711;602;902;186;42116;200;20787;787;784;34055;1364;24903;661;651;104;1117;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;124625;724;723;4749;1052;42752;78;751;1259;236;60111;257;20942;6898;6905;7288;1385;23697;711;602;902;186;42116;200;19439;787;784;34679;1367;24972;661;651;1037;112;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;124213;724;723;4762;1045;43127;78;751;1259;236;60111;257;19841;6897;6905;7269;1386;24022;709;603;902;186;42116;200;20047;787;784;34404;1354;24929;661;651;1037;1117;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;12325;724;723;4762;1052;42693;78;751;1259;236;60111;257;20919;69;691;7269;1393;2412;711;603;902;186;42116;200;21438;787;784;33732;1352;24909;661;651;1037;1125;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;125669;724;723;4803;1048;41687;78;751;1259;236;60111;257;22389;6899;6907;7275;1393;23662;71;604;902;186;42116;200;2138;787;784;33699;1351;24982;661;651;1041;1118;80;1276
06/03/2019 10:53;1724;2353;1154;200;963;247;125636;724;723;4762;1052;42661;78;751;1259;236;60111;257;20954;6897;691;7263;1389;2351;711;604;902;186;42116;200;23073;787;783;3402;1371;24902;661;651;1041;1117;80;1276
06/03/2019 10:53;1724;2353;1154;200;963;247;131109;724;723;4749;1052;42902;78;751;1259;236;60111;257;2191;6897;6906;7256;1391;23895;712;605;902;186;42116;200;20474;787;783;34924;1381;2497;661;651;1041;1121;80;1276
06/03/2019 10:53;1724;2353;1154;200;963;247;131197;724;723;4789;1052;43022;781;751;1259;236;60111;257;20537;6898;6906;7219;1393;24028;71;605;902;186;42116;200;2194;787;783;34368;1366;24902;661;651;104;1123;80;1273
06/03/2019 10:53;1724;2353;1154;200;963;247;128687;724;722;4789;1048;41596;781;751;1259;236;60111;257;21139;6897;691;7275;1395;23438;712;604;902;186;42116;200;22565;787;783;34599;137;24918;661;651;104;1123;80;1273
06/03/2019 10:54;1724;2353;1154;200;963;247;125276;724;722;4749;1048;43057;781;751;1259;236;60111;257;23418;6898;6907;7294;1393;23358;711;604;902;186;42116;200;22485;787;783;33446;1368;24927;661;651;104;1122;80;1274
06/03/2019 10:54;1724;2353;1154;200;963;247;125926;724;722;4736;1052;41975;781;751;1259;236;60111;257;22326;6897;6906;7281;139;23773;713;604;902;186;42116;200;22339;787;782;33984;1363;249;662;651;1039;1124;80;1274
06/03/2019 10:54;1724;2353;1154;200;963;247;126756;724;722;4749;1052;42689;781;751;1259;236;60111;257;19898;6901;6908;7238;1386;23977;711;604;902;186;42116;200;20042;787;782;34625;1363;24901;662;651;1039;1121;80;1274
06/03/2019 10:54;1724;2353;1154;200;963;247;121427;724;722;4762;1048;42595;781;751;1259;236;60111;257;20931;6895;6867;7238;1387;237;712;603;902;186;42116;200;21956;786;782;34478;1383;24902;662;651;1039;1125;80;1274
06/03/2019 10:54;1724;2353;1154;200;963;247;124626;724;722;4789;1045;4332;781;751;1259;236;60111;257;21994;69;6908;7275;1392;23625;713;603;902;186;42116;200;21107;786;781;34081;1374;24901;662;651;1037;1127;80;1274
06/03/2019 10:54;1724;2353;1154;200;963;247;124597;724;722;483;1048;41823;782;751;1259;236;60111;257;21066;6901;6905;7281;1391;2361;712;602;902;186;42116;200;21715;786;781;3434;1376;24898;662;651;1037;112;80;1273
06/03/2019 10:54;1724;2353;1154;200;963;247;114251;724;721;4843;1048;41852;782;751;1259;236;60111;257;18251;6897;6906;7256;1393;23917;714;601;902;186;42116;200;19038;786;781;34062;1359;2488;662;651;1037;1126;80;1273
06/03/2019 10:54;1724;2353;1154;200;963;247;119813;724;721;4803;1052;42221;782;751;1259;236;60111;257;19368;6897;6906;7238;1392;24025;713;601;902;186;42116;200;20426;785;781;34552;1367;24903;662;651;1039;1115;80;1272
06/03/2019 10:54;1724;2353;1154;200;963;247;109626;724;721;4776;1052;42794;782;751;1259;236;60111;257;22022;6897;6906;7231;1387;23683;713;60;902;186;42116;200;22028;785;781;34348;1364;24901;662;651;1039;1119;80;1272
06/03/2019 10:54;1724;2353;1154;200;963;247;108504;724;721;4749;1048;42517;782;751;1259;236;60111;257;19577;6897;6907;7269;1387;2386;714;599;902;186;42116;200;19238;785;78;33923;1375;24831;662;651;1039;1119;80;1272
06/03/2019 10:54;1724;2353;1154;200;963;247;115661;724;721;4762;1048;42583;782;751;1259;236;60111;257;20512;6897;6907;7263;1387;2386;713;598;902;186;42116;200;19818;784;78;33904;1357;24855;662;651;1039;112;80;127
06/03/2019 10:54;1724;2353;1154;200;963;247;124118;724;721;4749;1052;42515;782;751;1259;236;60111;257;19944;6898;691;7238;1385;23378;714;598;902;186;42116;200;20318;784;78;33689;1361;24826;662;651;1039;1125;80;127
06/03/2019 10:54;1724;2353;1154;200;963;247;122187;724;721;4722;1052;41469;782;751;1259;236;60111;257;21921;6899;691;7244;1391;23257;714;598;902;186;42116;200;21313;784;78;33591;1381;24875;663;651;1039;1118;80;1275
06/03/2019 10:54;1724;2353;1154;200;963;247;123225;724;721;4655;1052;42363;783;751;1259;236;60111;257;21977;6903;6907;7244;1392;23762;714;597;902;186;42116;200;22975;783;78;3375;1377;24878;663;651;1041;112;80;1275
